Generation,Individual_ID,Initial_Loss,Peak_Loss,Boundary_Loss,PDE_Loss,Trace_Loss
20,68,0.07274331269306501,0.0002548065737989595,8.191518638939522e-08,0.0,0.00025787572205347514
20,69,0.057710052012460655,0.026038281501616873,1.3330582927720067e-07,0.0,0.00025896664038697426
20,70,0.07137125842539417,0.0029628601486049494,0.0,0.0,0.00025710178271971226
20,71,0.10402136984211934,5.062135280156966e-06,7.877380856240143e-08,0.0,0.0002585072031320884
20,72,0.06884841097808522,0.0004857590491267991,0.0,0.0,0.00025775559471610625
20,73,0.07106917129500859,0.02753409175025531,5.7793579026407446e-08,0.0,0.000256438490808173
20,74,0.076042523873237,0.000693138509084337,4.2909517273356835e-08,0.0,0.0002575752624231078
20,75,0.06131025440882423,0.01123725067300086,9.244468433757751e-08,0.0,0.00025599079363947884
20,76,1.4096691922384557,5.0021444397483755e-06,0.0,0.0,0.0002562767819943345
20,77,0.07906906936114107,7.144401963155204e-05,7.14827986540829e-08,0.0,0.0002567644637906154
20,78,0.06225121045427539,0.00032228201841728166,1.3185741307263207e-07,0.0,0.00025707976385268386
20,79,0.05796960021962873,0.03480946698975582,1.0311200841093885e-07,0.0,0.0002589764021838917
20,80,0.16093163617036588,1.438017593046596e-05,1.1317432822772337e-07,0.0,0.0002553345636727927
20,81,0.07488924682475556,0.0024646362687410976,0.0,0.0,0.0002555687765608054
20,82,0.06740466866997413,0.004613287975471652,1.1000921327984686e-07,0.0,0.0002554849015861943
20,83,0.0792949338699158,0.0006249598299027721,4.0760751349172677e-08,0.0,0.0002560225819768273
20,84,0.07816084861189924,0.03288524112840053,3.847075017353918e-08,0.0,0.00025486763329862674
20,85,0.07890367973763668,0.0003419805154519132,7.184981984522064e-08,0.0,0.0002589673278674344
20,86,1.1733314055993058,6.964783059373596e-09,8.709904724920268e-08,0.0,0.00025644146006886424
20,87,0.6948284415704168,6.046064301266778e-07,4.911932732202619e-08,0.0,0.00025931000365497553
20,88,0.3242042797743897,1.066425963673925e-05,3.7614250333189934e-08,0.0,0.00025706040959813203
20,89,0.07239232773134069,2.1728140605793087e-05,1.2113400896349638e-07,0.0,0.00025537159295158427
20,90,0.0718967404038068,0.005346673125444394,5.5096106889457426e-08,0.0,0.000256577608872302
20,91,0.08281234096071445,4.1416181416641066e-05,9.069957800848746e-08,0.0,0.0002570228644160422
20,92,0.06168156258780776,0.012020543825762864,4.7221322207966944e-08,0.0,0.00025854322519227
20,93,0.08468795381014015,9.29049093294026e-05,1.2397058069325423e-07,0.0,0.00025399705662059477
20,94,0.0995315844081816,0.03400060534821829,1.0172251300844042e-07,0.0,0.0002541259470964307
20,95,0.09702906907915113,0.0015841477292683093,1.1677482754436063e-07,0.0,0.0002543837948185114
20,96,0.0642342118446458,0.035159849860884336,8.052155962637875e-08,0.0,0.00025611146968299096
20,97,0.06469729817105908,0.02886302932086934,0.0,0.0,0.0002561825904936587
20,98,0.07239069843758586,0.0032428295160992927,4.140669364918489e-08,0.0,0.00025665975364807527
20,99,0.06662212702706104,0.002555088036780066,5.261670522308614e-08,0.0,0.00025934117168724283
40,0,35.31541564777467,0.005916434726935098,7.065303915455056e-08,0.0,0.00025364813965143243
40,1,0.057385868567905805,0.006001592625109679,9.264512879274718e-08,0.0,0.0002587828604422833
40,2,0.0872208436565526,0.000729055844222427,0.0,0.0,0.00025469890922824524
40,3,14.396500263791788,0.015707698233255477,6.840794419725523e-08,0.0,0.00025303962704310677
40,4,9.271826161237863,0.004216751507519061,6.609054664142021e-08,0.0,0.0002538134841355251
40,5,5.511666819766893,1.1037961075470808e-07,6.5041068613221e-08,0.0,0.0002567331204746915
40,6,5.302069495017125,0.0018958419927555341,1.252799449239789e-07,0.0,0.0002532955260594643
40,7,3.626512573566686,0.010299950291470001,0.0,0.0,0.0002544784738244718
40,8,3.61991965137405,0.0006525734681299598,0.0,0.0,0.0002559735871032949
40,9,2.2918363734566176,0.016035867198040024,6.459600326032962e-08,0.0,0.00025398167939736624
40,10,1.4096691922384557,5.0021444397483755e-06,0.0,0.0,0.0002562767819943345
40,11,1.1256491855411603,1.1434601001422835e-09,1.4667702233667652e-07,0.0,0.00025811190959524705
40,12,0.6948284415704168,6.046064301266778e-07,4.911932732202619e-08,0.0,0.00025931000365497553
40,13,0.38497368160964707,3.244394246900521e-09,1.2578141484514176e-07,0.0,0.00025940148149955884
40,14,0.1700755032584404,0.0011163723496504048,4.616262993519526e-08,0.0,0.0002542659853806768
40,15,0.42633187440141496,1.396156788972947e-06,6.909582207292403e-08,0.0,0.00025737449985191376
40,16,0.4123514233604139,0.014451759529460043,0.0,0.0,0.00025459839248650313
